+3.105e-01;  | +5.636e+01; +5.632e+01; +2.265e+01; +2.112e+00; +2.036e+01;  | +1.844e+01; +9.058e+00; +6.936e+00; +9.386e+00; +6.507e+00;  | +3.598e-02; +3.367e+01; +2.054e+01; +3.596e+01; +1.825e+01;  | +3.598e-02; +3.367e+01; +2.054e+01; +3.596e+01; +1.825e+01;  | +6.635e-01; +3.050e+02; +1.425e+02; +3.375e+02; +1.188e+02;  | -1.124e+02
+3.316e-01;  | +5.636e+01; +5.633e+01; +2.265e+01; +2.112e+00; +2.036e+01;  | +1.844e+01; +9.059e+00; +6.937e+00; +9.386e+00; +6.508e+00;  | +2.614e-02; +3.367e+01; +2.054e+01; +3.596e+01; +1.825e+01;  | +2.614e-02; +3.367e+01; +2.054e+01; +3.596e+01; +1.825e+01;  | +4.822e-01; +3.050e+02; +1.425e+02; +3.376e+02; +1.188e+02;  | -1.124e+02
+3.526e-01;  | +5.635e+01; +5.634e+01; +2.266e+01; +2.113e+00; +2.037e+01;  | +1.845e+01; +9.059e+00; +6.937e+00; +9.387e+00; +6.508e+00;  | +1.937e-02; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +1.937e-02; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +3.573e-01; +3.051e+02; +1.425e+02; +3.376e+02; +1.188e+02;  | -1.124e+02
+3.737e-01;  | +5.635e+01; +5.634e+01; +2.266e+01; +2.113e+00; +2.037e+01;  | +1.845e+01; +9.059e+00; +6.938e+00; +9.387e+00; +6.509e+00;  | +1.460e-02; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +1.460e-02; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +2.694e-01; +3.051e+02; +1.425e+02; +3.377e+02; +1.188e+02;  | -1.124e+02
+3.947e-01;  | +5.635e+01; +5.634e+01; +2.266e+01; +2.113e+00; +2.037e+01;  | +1.845e+01; +9.060e+00; +6.938e+00; +9.387e+00; +6.509e+00;  | +1.118e-02; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +1.118e-02; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +2.063e-01; +3.051e+02; +1.426e+02; +3.377e+02; +1.188e+02;  | -1.124e+02
+4.158e-01;  | +5.635e+01; +5.635e+01; +2.266e+01; +2.113e+00; +2.037e+01;  | +1.845e+01; +9.060e+00; +6.938e+00; +9.387e+00; +6.509e+00;  | +8.683e-03; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +8.683e-03; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +1.602e-01; +3.052e+02; +1.426e+02; +3.377e+02; +1.189e+02;  | -1.124e+02
+4.368e-01;  | +5.635e+01; +5.635e+01; +2.266e+01; +2.113e+00; +2.037e+01;  | +1.845e+01; +9.060e+00; +6.938e+00; +9.388e+00; +6.509e+00;  | +6.826e-03; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +6.826e-03; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +1.259e-01; +3.052e+02; +1.426e+02; +3.377e+02; +1.189e+02;  | -1.124e+02
+4.579e-01;  | +5.635e+01; +5.635e+01; +2.266e+01; +2.114e+00; +2.037e+01;  | +1.845e+01; +9.060e+00; +6.938e+00; +9.388e+00; +6.509e+00;  | +5.428e-03; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +5.428e-03; +3.368e+01; +2.055e+01; +3.597e+01; +1.826e+01;  | +1.001e-01; +3.052e+02; +1.426e+02; +3.377e+02; +1.189e+02;  | -1.124e+02
+4.789e-01;  | +5.635e+01; +5.635e+01; +2.266e+01; +2.114e+00; +2.037e+01;  | +1.845e+01; +9.060e+00; +6.938e+00; +9.388e+00; +6.510e+00;  | +4.361e-03; +3.368e+01; +2.055e+01; +3.598e+01; +1.826e+01;  | +4.361e-03; +3.368e+01; +2.055e+01; +3.598e+01; +1.826e+01;  | +8.044e-02; +3.052e+02; +1.426e+02; +3.377e+02; +1.189e+02;  | -1.124e+02
+5.000e-01;  | +5.635e+01; +5.635e+01; +2.266e+01; +2.114e+00; +2.037e+01;  | +1.845e+01; +9.060e+00; +6.938e+00; +9.388e+00; +6.510e+00;  | +3.536e-03; +3.369e+01; +2.055e+01; +3.598e+01; +1.826e+01;  | +3.536e-03; +3.369e+01; +2.055e+01; +3.598e+01; +1.826e+01;  | +6.524e-02; +3.052e+02; +1.426e+02; +3.377e+02; +1.189e+02;  | -1.124e+02
